title,url,category,source_label
Accelerating Health Equity by Measuring and Paying for Results,https://familiesusa.org/wp-content/uploads/2019/03/HEV_Data-Stratification_-Issue-Brief.pdf,ngo_nonprofit,Families USA
Advancing Equity in 2023: Federal Policy Priorities to Advance Health Equity,https://familiesusa.org/wp-content/uploads/2023/04/HE-Policy-Priorities.pdf,ngo_nonprofit,Families USA
Advancing Health Equity Through Community Health Workers and Patient/Peer Partnerships,https://familiesusa.org/wp-content/uploads/2019/11/HEV_PCORI-CHW-Report_11-04-19.pdf,ngo_nonprofit,Families USA
A Call to Action for Health Equity Leaders,https://familiesusa.org/wp-content/uploads/2017/12/Health-Equity-and-Value-Call-to-Action_brief_final.pdf,ngo_nonprofit,Families USA
Making Progress Toward Health Equity,https://familiesusa.org/wp-content/uploads/2020/12/HE-12_Making-Progress-toward-Equity-Issue-Brief_12-18-20.pdf,ngo_nonprofit,Families USA
What Is Health Equity? And What Difference Does a Definition Make?,https://www.rwjf.org/en/insights/our-research/2017/05/what-is-health-equity-.html,ngo_nonprofit,Robert Wood Johnson Foundation
From Vision to Action: Measures to Mobilize a Culture of Health,https://www.rwjf.org/content/dam/files/rwjf-web-files/Research/2015/From_Vision_to_Action_RWJF2015.pdf,ngo_nonprofit,Robert Wood Johnson Foundation
Communities in Action: Pathways to Health,https://nap.nationalacademies.org/catalog/24624/communities-in-action-pathways-to-health-equity,ngo_nonprofit,"National Academies of Sciences, Engineering, and Medicine"
Charting a Course for an Equity-Centered Data System,https://www.rwjf.org/en/insights/our-research/2021/10/charting-a-course-for-an-equity-centered-data-system.html,ngo_nonprofit,National Academy for State Health Policy
Equity of Care Toolkit,https://www.aha.org/ahahret-guides/2015-01-29-equity-care-toolkit-eliminating-health-care-disparities,ngo_nonprofit,American Hospital Association
Achieving Health Equity: A Guide for Health Care Organizations,https://www.ihi.org/library/white-papers/achieving-health-equity-guide-health-care-organizations,ngo_nonprofit,Institute for Healthcare Improvement
State of Black America (annual report),https://nul.org/state-of-black-america,ngo_nonprofit,
Time for justice: Tackling race inequalities in health and housing,https://www.brookings.edu/articles/time-for-justice-tackling-race-inequalities-in-health-and-housing/,news_commentary,Brookings
How white scholars are colonizing research on health disparities,https://www.statnews.com/2021/09/23/health-equity-tourists-white-scholars-colonizing-health-disparities-research/,news_commentary,STAT
Black Americans Still Suffer Worse Health. Here's Why That's Hard to Fix.,https://kffhealthnews.org/news/article/black-american-south-carolina-health-disparities-medicaid-policies/,news_commentary,KFF Health News
Study Reveals Staggering Toll of Being Black in America: 1.6M Excess Deaths Over 22 Years,https://kffhealthnews.org/news/article/black-americans-mortality-gap-racial-disparities-health-care-study-jama/,news_commentary,KFF Health News
"Racism Derails Black Men's Health, Even as Education Levels Rise",https://kffhealthnews.org/news/article/racism-derails-black-mens-health-even-as-education-levels-rise/,news_commentary,KFF Health News
Listen: NPR and KFF Health News Explore How Racism and Violence Hurt Health,https://kffhealthnews.org/news/article/racism-violence-black-american-health-podcasts-silence-in-sikeston-shortwave/,news_commentary,KFF Health News
The Growing Inequality in Life Expectancy Among Americans,https://kffhealthnews.org/news/article/growing-disparity-life-expectancy-racial-ethnic-groups-study/,news_commentary,KFF Health News
Achieving an equitable national health system for America,https://www.brookings.edu/articles/achieving-an-equitable-national-health-system-for-america/,news_commentary,Brookings
Re-balancing medical and social spending to promote health,https://www.brookings.edu/articles/re-balancing-medical-and-social-spending-to-promote-health-increasing-state-flexibility-to-improve-health-through-housing/,news_commentary,Brookings
Promote health equity by taxing sugary drinks and doubling support for community health centers,https://www.brookings.edu/articles/promote-health-equity-by-taxing-sugary-drinks-and-doubling-support-for-community-health-centers/,news_commentary,Brookings
Health plans need to address health inequities as part of their core work,https://www.statnews.com/2021/11/19/health-plans-insurers-addressing-racial-inequities-health-care-core-work/,news_commentary,STAT
In defense of not treating everyone the same,https://www.statnews.com/2021/12/03/in-defense-of-not-treating-everyone-the-same/,news_commentary,STAT
"Mississippi Lacks Black Doctors, Even as Lawmakers Move Against Diversity Programs",https://kffhealthnews.org/news/article/black-doctor-shortage-mississippi-diversity-dei-programs/,news_commentary,KFF Health News
"Health Insurance Benefits Should Be Equitable, Not Necessarily Equal",https://healthaffairs.org/do/10.1377/hblog20170522.060211/full,news_commentary,Health Affairs Forefront
Reimagining Rural Health Equity,https://www.healthaffairs.org/doi/10.1377/hlthaff.2024.00036,news_commentary,Health Affairs
5 building blocks to help achieve greater health equity,https://www.brookings.edu/articles/5-building-blocks-to-help-achieve-greater-health-equity/,news_commentary,Brookings
Using digital health to improve health outcomes and equity,https://www.brookings.edu/articles/using-digital-health-to-improve-health-outcomes-and-equity/,news_commentary,Brookings
Cost-effectiveness of health interventions may be perpetuating disparities --- that needs fixing,https://www.statnews.com/2024/08/05/cost-effectiveness-analyses-that-perpetuate-health-disparities-need-fixing/,news_commentary,STAT
"Despite lack of progress on health equity, these leaders forged ahead anyway",https://www.statnews.com/2022/02/24/little-progress-health-equity-these-leaders-forged-ahead-anyway/,news_commentary,STAT
National Academies proposes reimagining health care to fix unequal treatment,https://www.statnews.com/2024/06/26/national-academies-report-ending-unequal-treatment-health-inequity/,news_commentary,STAT
Health Equity Should Be a Key Value in Value-Based Payment and Delivery Reform,https://www.healthaffairs.org/content/forefront/health-equity-should-key-value-value-based-payment-and-delivery-reform,news_commentary,Health Affairs Forefront
Advancing Health Equity Through Value-Based Care: CMS Innovation Center Update,https://www.healthaffairs.org/do/10.1377/forefront.20240603.385559/,news_commentary,Health Affairs Forefront
Aligning Quality Measures across CMS: The Universal Foundation,https://www.nejm.org/doi/full/10.1056/NEJMp2215539,news_commentary,NEJM
"Navigating Health Equity in 2024: The Evolution of Accountability, Part 1",https://www.ajmc.com/view/navigating-health-equity-in-2024-the-evolution-of-accountability-part-1,news_commentary,AJMC
"Dobbs, another frontline for health equity",https://www.brookings.edu/articles/dobbs-another-frontline-for-health-equity/,news_commentary,Brookings
I saw the promise of diversity efforts in health care. A moment of reckoning is upon us,https://www.statnews.com/2024/04/03/dei-in-medicine-under-attack-and-health-care-leaders-must-step-up/,news_commentary,STAT
"HHS is climate washing, not addressing health care emissions",https://www.statnews.com/2024/08/15/hhs-climate-change-climate-washing-health-care-greenhouse-gasses/,news_commentary,STAT
Many People of Color Worry Good Health Care Is Tied to How They Look and Sound,https://kffhealthnews.org/news/article/health-care-quality-race-appearance-kff-survey/,news_commentary,KFF Health News
Women and Minorities Bear the Brunt of Medical Misdiagnosis,https://kffhealthnews.org/news/article/medical-misdiagnosis-women-minorities-health-care-bias/,news_commentary,KFF Health News
"Live from Austin, Examining Health Equity",https://kffhealthnews.org/news/podcast/what-the-health-362-health-equity-texas-tribune-festival-september-9-2024/,news_commentary,KFF Health News
